event	optional_campaign_key	culture	optional_subculture	text	image	icon	sound_event
#message_event_strings_tables;3;db/message_event_strings_tables/@Timbe_message_event_region_sell_strings							
custom_event_707		rom_Roman		Region_selled	region_message_generic.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_707		rom_Barbarian		Region_selled	region_message_generic.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_707		rom_Eastern		Region_selled	region_message_generic.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_707		rom_Hellenistic		Region_selled	region_message_generic.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_706		rom_Roman		Sell_settlement_minor_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_706		rom_Barbarian		Sell_settlement_minor_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_706		rom_Eastern		Sell_settlement_minor_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_706		rom_Hellenistic		Sell_settlement_minor_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_705		rom_Roman		Sell_settlement_minor_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_705		rom_Barbarian		Sell_settlement_minor_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_705		rom_Eastern		Sell_settlement_minor_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_705		rom_Hellenistic		Sell_settlement_minor_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_704		rom_Roman		Sell_settlement_minor_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_704		rom_Barbarian		Sell_settlement_minor_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_704		rom_Eastern		Sell_settlement_minor_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_704		rom_Hellenistic		Sell_settlement_minor_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_703		rom_Roman		Sell_settlement_major_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_703		rom_Barbarian		Sell_settlement_major_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_703		rom_Eastern		Sell_settlement_major_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_703		rom_Hellenistic		Sell_settlement_major_neutral	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_702		rom_Roman		Sell_settlement_major_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_702		rom_Barbarian		Sell_settlement_major_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_702		rom_Hellenistic		Sell_settlement_major_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_702		rom_Eastern		Sell_settlement_major_allied	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_701		rom_Roman		Sell_settlement_major_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_701		rom_Barbarian		Sell_settlement_major_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_701		rom_Eastern		Sell_settlement_major_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_701		rom_Hellenistic		Sell_settlement_major_client	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_708		rom_Roman		Region_to_be_selled	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_708		rom_Barbarian		Region_to_be_selled	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_708		rom_Eastern		Region_to_be_selled	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
custom_event_708		rom_Hellenistic		Region_to_be_selled	sell_region_done.png	rom_event_diplomacy.png	campaign_ui_message_positive
